iter	Logloss
167	0.4933497561
168	0.4929294723
169	0.4924289232
170	0.4922871108
171	0.491686726
172	0.4911193068
173	0.4904793919
174	0.490354732
175	0.4900212817
176	0.4897709514
177	0.4895892592
178	0.4891022463
179	0.4884949957
180	0.48821159
181	0.4878605407
182	0.4876462726
183	0.4873018493
184	0.4867082934
185	0.4862942727
186	0.485783356
187	0.4854294433
188	0.4849566294
189	0.4846386054
190	0.4843354825
191	0.4842025189
192	0.4840605846
193	0.4837746333
194	0.4834064196
195	0.4828899958
196	0.482488916
197	0.4820567973
198	0.4816182489
199	0.4811616577
200	0.4807214205
201	0.4802749766
202	0.479866872
203	0.4795038462
204	0.479028994
205	0.4786447857
206	0.4781552686
207	0.4778382786
208	0.4773989951
209	0.4769797383
210	0.4768626404
211	0.4765855857
212	0.4763382825
213	0.475965762
214	0.4755050399
215	0.4752898134
216	0.474816259
217	0.4743310898
218	0.474023103
219	0.4736102599
220	0.473271485
221	0.4729569841
222	0.472612232
223	0.4722842031
224	0.4720348739
225	0.471944621
226	0.4716291628
227	0.4713496014
228	0.47106233
229	0.4708266097
230	0.4705140722
231	0.4702496342
232	0.4700613765
233	0.4697588958
234	0.4694453248
235	0.4691312059
236	0.4687568432
237	0.4684265757
238	0.4680542656
239	0.4675041747
240	0.4672193874
241	0.4666633636
242	0.4662194747
243	0.4657073534
244	0.4654433528
245	0.4652060828
246	0.4648734486
247	0.4644736336
248	0.4640787081
249	0.4637997305
250	0.463372464
251	0.4630416908
252	0.4626893331
253	0.4624412495
254	0.4620843522
255	0.4617458193
256	0.4615379139
257	0.4610508429
258	0.4606916151
259	0.4603692342
260	0.460124649
261	0.4598724726
262	0.4597364449
263	0.4594246052
264	0.4592050632
265	0.4589616032
266	0.4587027137
267	0.4584661692
268	0.4582893344
269	0.4580448138
270	0.4578388972
271	0.4576356064
272	0.4573362593
273	0.4569990289
274	0.4568033708
275	0.4565288204
276	0.4561117969
277	0.4558243205
278	0.4557227077
279	0.4554015729
280	0.4552251832
281	0.4549101248
282	0.4545711805
283	0.4543343105
284	0.4541641292
285	0.4540162392
286	0.4537484752
287	0.4532916151
288	0.453034012
289	0.4528407528
290	0.4525886523
291	0.4523080408
292	0.4519429538
293	0.4514930399
294	0.4511738168
295	0.4508195974
296	0.4506045309
297	0.4502046305
298	0.4499426352
299	0.449499289
300	0.4491105804
301	0.4489021501
302	0.4485693619
303	0.4482938267
304	0.4479593894
305	0.4477053164
306	0.4474589133
307	0.4472828666
308	0.4468672877
309	0.4466561476
310	0.4463257477
311	0.4461394461
312	0.4458352197
313	0.4455280715
314	0.4452583164
315	0.4450637787
316	0.4447452666
317	0.4445976387
318	0.4442727573
319	0.4440947189
320	0.4437637432
321	0.4433054731
322	0.4428386331
323	0.4427073237
324	0.4424061706
325	0.4421634257
326	0.4419848504
327	0.4417620486
328	0.4414925042
329	0.4412048247
330	0.4409700792
331	0.4405872388
332	0.440206219
333	0.440040928
334	0.4398790052
335	0.4396328146
336	0.4393247946
337	0.4390593379
338	0.4388646507
339	0.4386394487
340	0.4383931414
341	0.4379921083
342	0.4377889747
343	0.4376504881
344	0.4373720318
345	0.4372220669
346	0.4370675857
347	0.4367667548
348	0.4365422895
349	0.4362926293
350	0.436067043
351	0.4357411139
352	0.4355077604
353	0.4352178275
354	0.4350078675
355	0.4346809112
356	0.4343907876
357	0.4339612264
358	0.433773301
359	0.4335325411
360	0.4332811309
361	0.4331511751
362	0.4329351675
363	0.4327597338
364	0.4324670069
365	0.4323387858
366	0.4321464249
367	0.4318726734
368	0.4316791915
369	0.4314691465
370	0.4312100368
371	0.4310291918
372	0.4307947426
373	0.4305457177
374	0.4301907655
375	0.4299923362
376	0.4296602161
377	0.4295034913
378	0.429215357
379	0.4288352097
380	0.4285461101
381	0.4282652166
382	0.428072836
383	0.4277895655
384	0.4275428834
385	0.4272236771
386	0.4268214106
387	0.4266220334
388	0.4264394842
389	0.4262829803
390	0.4261252565
391	0.4258698076
392	0.4257184912
393	0.4254860569
394	0.425172755
395	0.4249190909
396	0.4247052487
397	0.4245705272
398	0.424381559
399	0.4241667015
400	0.4239317368
401	0.4237182114
402	0.4235899885
403	0.4233050605
404	0.4229457041
405	0.4226821851
406	0.4224315094
407	0.422179288
408	0.4219281436
409	0.4216745693
410	0.4215851125
411	0.421244244
412	0.4209583363
413	0.420751475
414	0.4205988247
415	0.4201021909
416	0.4199245405
417	0.4195848573
418	0.4193064768
419	0.4190144114
420	0.4186159125
421	0.4183824103
422	0.4179045804
423	0.4175816737
424	0.4172295068
425	0.4169017678
426	0.4166669628
427	0.4163872866
428	0.4162399434
429	0.4158788683
430	0.4156276117
431	0.41533306
432	0.4150935772
433	0.414872484
434	0.4146525506
435	0.4143869228
436	0.4140971414
437	0.4138279592
438	0.4136409832
439	0.4134246631
440	0.4131671593
441	0.4129066762
442	0.4127748573
443	0.4125091324
444	0.4122932121
445	0.4121444522
446	0.4118525373
447	0.4116276562
448	0.4113734746
449	0.4111218294
450	0.4108686482
451	0.4107232993
452	0.4103548033
453	0.4099887601
454	0.4097575948
455	0.409459938
456	0.4091700726
457	0.4089673229
458	0.408801066
459	0.4086407513
460	0.4084515132
461	0.4082765275
462	0.4081585542
463	0.4079410466
464	0.4077075752
465	0.4074465605
466	0.4071976759
467	0.4067644775
468	0.4064755508
469	0.4062367236
470	0.4058585581
471	0.4056735945
472	0.4054754511
473	0.4052774608
474	0.4050963035
475	0.4047874089
476	0.4043787013
477	0.4039200918
478	0.4038032832
479	0.4035236239
480	0.4033437268
481	0.4032171105
482	0.4029987424
483	0.4027702295
484	0.4023693547
485	0.4020691325
486	0.4018735192
487	0.4016034551
488	0.4011838633
489	0.4009169636
490	0.4007093495
491	0.4001158218
492	0.3997887626
493	0.3996139118
494	0.3994374809
495	0.3991685531
496	0.3988046526
497	0.3984835615
498	0.3981333776
499	0.397924946
500	0.3976889263
501	0.3975483219
502	0.3973745287
503	0.3969506916
504	0.3967801508
505	0.3964859795
506	0.3962385876
507	0.3960145585
508	0.3957387784
509	0.3955228014
510	0.395381497
511	0.3949063146
512	0.3945262594
513	0.3942317865
514	0.3939624074
515	0.3937244522
516	0.3934008417
517	0.3932628762
518	0.3930706483
519	0.3927108165
520	0.3925515572
521	0.3922386178
522	0.3920744144
523	0.3916593954
524	0.3914044231
525	0.3912609626
526	0.3909741233
527	0.3905950228
528	0.3904093745
529	0.3901550542
530	0.3899430761
531	0.3894550417
532	0.3892394793
533	0.3890902324
534	0.3889708936
535	0.3887838008
536	0.3882793305
537	0.388064195
538	0.3879275747
539	0.387444601
540	0.387267133
541	0.3870271485
542	0.386641658
543	0.3863593072
544	0.3862065736
545	0.3860310784
546	0.3857841957
547	0.3853188123
548	0.3850038154
549	0.3846225758
550	0.3844517609
551	0.3840928385
552	0.3839110362
553	0.383618925
554	0.383209336
555	0.3827848094
556	0.3826560492
557	0.3825051678
558	0.3822194095
559	0.3819894161
560	0.3816575272
561	0.3814191689
562	0.3809843293
563	0.3807988739
564	0.3803524027
565	0.3801878903
566	0.3797354864
567	0.3795518693
568	0.3792012604
569	0.378978152
570	0.3785807364
571	0.3781773327
572	0.3778609439
573	0.3777387887
574	0.3774952898
575	0.377296544
576	0.3767857736
577	0.37642393
578	0.3761447674
579	0.3758667865
580	0.375747045
581	0.3755925428
582	0.3753433948
583	0.3751191676
584	0.3747021196
585	0.3742586808
586	0.3737945968
587	0.3736165945
588	0.3732777302
589	0.3728857477
590	0.3726956221
591	0.3725302816
592	0.3723420609
593	0.3722436277
594	0.3720554535
595	0.3718081886
596	0.3716314058
597	0.3711878821
598	0.3710611193
599	0.3707499065
600	0.3705479292
601	0.3701663879
602	0.3699612476
603	0.3697266543
604	0.3695586824
605	0.3692798102
606	0.3690957847
607	0.3688589042
608	0.3686166647
609	0.3682630478
610	0.3680036441
611	0.3676952293
612	0.3675765517
613	0.3672330503
614	0.3670971807
615	0.3669573811
616	0.3667983513
617	0.3665551336
618	0.3663340134
619	0.3660352683
620	0.365710882
621	0.3655561164
622	0.3652703528
623	0.3651483418
624	0.3648584966
625	0.3646292725
626	0.3645126533
627	0.3643334792
628	0.3640803856
629	0.3638861797
630	0.3636856025
631	0.3635719394
632	0.3632520647
633	0.362968579
634	0.3626861531
635	0.3625614446
636	0.3622978867
637	0.3620113501
638	0.3616165231
639	0.3613777508
640	0.3610763541
641	0.36067151
642	0.3605590788
643	0.3603291247
644	0.3601571533
645	0.3599453572
646	0.3597528438
647	0.3596508654
648	0.3594634663
649	0.3592551881
650	0.3590698936
651	0.3589468598
652	0.3587249167
653	0.3585604534
654	0.3582811183
655	0.3581158926
656	0.3578981162
657	0.3577763072
658	0.3576450976
659	0.3574155047
660	0.357293843
661	0.3570454687
662	0.3568471093
663	0.3566820107
664	0.3565197269
665	0.3563952552
666	0.3559430181
667	0.3555359722
668	0.3554252858
669	0.3552525069
670	0.3551469928
671	0.3549596718
672	0.3548150894
673	0.3545721638
674	0.3544043608
675	0.3542370966
676	0.3540414207
677	0.3537473746
678	0.3536470672
679	0.3533013809
680	0.3531301215
681	0.3528604034
682	0.3525202513
683	0.3522874761
684	0.3520489724
685	0.3519305439
686	0.3516431086
687	0.3514600711
688	0.3511600657
689	0.3508895916
690	0.3507002949
691	0.3505452614
692	0.3503799031
693	0.350079226
694	0.3499110179
695	0.349522644
696	0.3492849627
697	0.3491286716
698	0.3489926465
699	0.348612618
700	0.3484471273
701	0.3482256985
702	0.3481115651
703	0.3478884764
704	0.3476972122
705	0.3475069205
706	0.34721946
707	0.3470536026
708	0.3467467096
709	0.3465059553
710	0.3462493046
711	0.3460955535
712	0.3457673789
713	0.3454990257
714	0.3451765227
715	0.3450671789
716	0.3449213812
717	0.3446468386
718	0.3444792519
719	0.3442318785
720	0.3440246908
721	0.3438194293
722	0.3436365182
723	0.3434661173
724	0.343166198
725	0.3429647453
726	0.342641555
727	0.3424333615
728	0.3422486597
729	0.3421476411
730	0.3419787452
731	0.3417165419
732	0.3415532709
733	0.3414034016
734	0.3411167232
735	0.3408570541
736	0.3406985664
737	0.3403315386
738	0.3402121973
739	0.3399382922
740	0.3398222129
741	0.3397097721
742	0.3392791138
743	0.3391643821
744	0.338830922
745	0.3386787936
746	0.3384384388
747	0.3381817133
748	0.337971483
749	0.337666031
750	0.3374255374
751	0.3372193169
752	0.3369275001
753	0.3366968705
754	0.3364421688
755	0.3361283099
756	0.335921525
757	0.3356506562
758	0.3355555354
759	0.3353650281
760	0.3350949081
761	0.3349265525
762	0.33473554
763	0.3344978294
764	0.3341410148
765	0.333884548
766	0.3335695039
767	0.3333843938
768	0.3331625663
769	0.33290394
770	0.3327012813
771	0.3323594613
772	0.3321854132
773	0.3319613779
774	0.3316958028
775	0.3315612654
776	0.3313355316
777	0.3310739627
778	0.3309284098
779	0.3305995402
780	0.330335553
781	0.3301161601
782	0.3298782305
783	0.3295770871
784	0.3293979542
785	0.3292931006
786	0.3291044333
787	0.3288942006
788	0.328740866
789	0.3283975757
790	0.3282175509
791	0.3280464024
792	0.3278643804
793	0.32764463
794	0.3274163609
795	0.3272146397
796	0.3270447028
797	0.3268754313
798	0.326672114
799	0.3264460354
800	0.3262145154
801	0.3260530125
802	0.3258989663
803	0.3257058975
804	0.3254283341
805	0.3251854416
806	0.3249485065
807	0.3248655061
808	0.3247509611
809	0.3245857757
810	0.3243360084
811	0.3240576821
812	0.3239043341
813	0.3237660627
814	0.3236089494
815	0.3234922824
816	0.3233762906
817	0.3231252748
818	0.3230054409
819	0.3226616615
820	0.3225325661
821	0.3222638491
822	0.322039965
823	0.3216570233
824	0.3213912512
825	0.3211936161
826	0.3209906584
827	0.3208121035
828	0.3204851744
829	0.3203532185
830	0.3201401676
831	0.31997028
832	0.319815423
833	0.3196213931
834	0.3193950659
835	0.3191663834
836	0.318913413
837	0.318765937
838	0.3185549282
839	0.3183823695
840	0.3180557115
841	0.3178956319
842	0.3177233717
843	0.3174497872
844	0.3173228041
845	0.3170876343
846	0.3169689822
847	0.3168012472
848	0.3166325223
849	0.316519324
850	0.3163092073
851	0.316151974
852	0.3158942787
853	0.31568258
854	0.3153904208
855	0.3152764945
856	0.3151215859
857	0.3148288191
858	0.3146961775
859	0.3145104272
860	0.3142944502
861	0.3141899864
862	0.3139859571
863	0.3138309885
864	0.3136085584
865	0.3134418885
866	0.3132812664
867	0.3131424093
868	0.3129078173
869	0.3127103792
870	0.3125091788
871	0.3123927288
872	0.312269874
873	0.3121177489
874	0.3119518873
875	0.3116917734
876	0.3115043913
877	0.311415414
878	0.3112599907
879	0.3110150857
880	0.3109451581
881	0.3107742823
882	0.3106111264
883	0.3105749868
884	0.3103178002
885	0.3101192836
886	0.3100409983
887	0.3098488884
888	0.3094967233
889	0.3093983562
890	0.3093322344
891	0.30913852
892	0.3089350124
893	0.3087497476
894	0.30851009
895	0.3083259295
896	0.308139847
897	0.3079018202
898	0.307722513
899	0.3074414019
900	0.307323775
901	0.3071441665
902	0.3070233433
903	0.3068278733
904	0.3066443692
905	0.3065675835
906	0.3064145203
907	0.3062601921
908	0.3059338767
909	0.3057348813
910	0.3055883185
911	0.3054053772
912	0.305206237
913	0.305061089
914	0.3049045871
915	0.3047379334
916	0.3045166583
917	0.3043731217
918	0.3042030392
919	0.304099812
920	0.3039320519
921	0.3038533286
922	0.3036659772
923	0.3035216353
924	0.3034055068
925	0.3032306053
926	0.3029184545
927	0.3027248452
928	0.3025799712
929	0.3022361914
930	0.3020448977
931	0.3018253705
932	0.3016449783
933	0.3014824862
934	0.3012563823
935	0.3010985302
936	0.3008695518
937	0.3007508719
938	0.3005687716
939	0.3004370927
940	0.3002973361
941	0.3000528322
942	0.2997837553
943	0.2995830487
944	0.2994278575
945	0.2992660769
946	0.2991534817
947	0.298992318
948	0.2987866037
949	0.2986762258
950	0.2984593795
951	0.2983719059
952	0.2983088885
953	0.2981990569
954	0.2980524899
955	0.2978807649
956	0.2977450527
957	0.2976268784
958	0.2975015631
959	0.2973546698
960	0.297248013
961	0.2971428421
962	0.2969620545
963	0.296749031
964	0.2965655834
965	0.2964582242
966	0.296223446
967	0.2960071991
968	0.2958962642
969	0.2957913206
970	0.2956354792
971	0.29547025
972	0.2952762563
973	0.2950659818
974	0.2949565701
975	0.2948454183
976	0.2946670946
977	0.2944538344
978	0.2943519244
979	0.2941986962
980	0.2940704531
981	0.2939175365
982	0.2937099814
983	0.2935627922
984	0.293403285
985	0.293209986
986	0.292993724
987	0.2929182608
988	0.2928054132
989	0.2924984393
990	0.2923577123
991	0.2922507961
992	0.2921001299
993	0.2919663233
994	0.291853653
995	0.291717402
996	0.2915237037
997	0.2913751524
998	0.2912175058
999	0.2910672121
